i,j,x_m,y_m,temperature_K
27,18,0.171875,0.185000,323.107159
28,18,0.178125,0.185000,322.215193
29,18,0.184375,0.185000,321.353070
30,18,0.190625,0.185000,320.519980
31,18,0.196875,0.185000,319.715096
32,18,0.203125,0.185000,318.937581
33,18,0.209375,0.185000,318.186593
34,18,0.215625,0.185000,317.461287
35,18,0.221875,0.185000,316.760822
36,18,0.228125,0.185000,316.084361
37,18,0.234375,0.185000,315.431076
38,18,0.240625,0.185000,314.800148
39,18,0.246875,0.185000,314.190773
40,18,0.253125,0.185000,313.602158
41,18,0.259375,0.185000,313.033525
42,18,0.265625,0.185000,312.484111
43,18,0.271875,0.185000,311.953172
44,18,0.278125,0.185000,311.439976
45,18,0.284375,0.185000,310.943813
46,18,0.290625,0.185000,310.463986
47,18,0.296875,0.185000,309.999818
48,18,0.303125,0.185000,309.550646
49,18,0.309375,0.185000,309.115827
50,18,0.315625,0.185000,308.694733
51,18,0.321875,0.185000,308.286752
52,18,0.328125,0.185000,307.891287
53,18,0.334375,0.185000,307.507760
54,18,0.340625,0.185000,307.135605
55,18,0.346875,0.185000,306.774271
56,18,0.353125,0.185000,306.423221
57,18,0.359375,0.185000,306.081933
58,18,0.365625,0.185000,305.749897
59,18,0.371875,0.185000,305.426614
60,18,0.378125,0.185000,305.111599
61,18,0.384375,0.185000,304.804378
62,18,0.390625,0.185000,304.504487
63,18,0.396875,0.185000,304.211472
64,18,0.403125,0.185000,303.924890
65,18,0.409375,0.185000,303.644306
66,18,0.415625,0.185000,303.369294
67,18,0.421875,0.185000,303.099435
68,18,0.428125,0.185000,302.834318
69,18,0.434375,0.185000,302.573540
70,18,0.440625,0.185000,302.316701
71,18,0.446875,0.185000,302.063411
72,18,0.453125,0.185000,301.813281
73,18,0.459375,0.185000,301.565929
74,18,0.465625,0.185000,301.320977
75,18,0.471875,0.185000,301.078049
76,18,0.478125,0.185000,300.836774
77,18,0.484375,0.185000,300.596781
78,18,0.490625,0.185000,300.357703
79,18,0.496875,0.185000,300.119173
0,19,0.003125,0.195000,359.197384
1,19,0.009375,0.195000,357.593697
2,19,0.015625,0.195000,355.994630
3,19,0.021875,0.195000,354.403205
4,19,0.028125,0.195000,352.822359
5,19,0.034375,0.195000,351.254915
6,19,0.040625,0.195000,349.703554
7,19,0.046875,0.195000,348.170792
8,19,0.053125,0.195000,346.658960
9,19,0.059375,0.195000,345.170191
10,19,0.065625,0.195000,343.706409
11,19,0.071875,0.195000,342.269325
12,19,0.078125,0.195000,340.860431
13,19,0.084375,0.195000,339.481008
14,19,0.090625,0.195000,338.132125
15,19,0.096875,0.195000,336.814653
16,19,0.103125,0.195000,335.529268
17,19,0.109375,0.195000,334.276468
18,19,0.115625,0.195000,333.056583
19,19,0.121875,0.195000,331.869789
20,19,0.128125,0.195000,330.716122
21,19,0.134375,0.195000,329.595489
22,19,0.140625,0.195000,328.507685
23,19,0.146875,0.195000,327.452403
24,19,0.153125,0.195000,326.429249
25,19,0.159375,0.195000,325.437752
26,19,0.165625,0.195000,324.477372
27,19,0.171875,0.195000,323.547517
28,19,0.178125,0.195000,322.647546
29,19,0.184375,0.195000,321.776777
30,19,0.190625,0.195000,320.934501
31,19,0.196875,0.195000,320.119982
32,19,0.203125,0.195000,319.332464
33,19,0.209375,0.195000,318.571182
34,19,0.215625,0.195000,317.835357
35,19,0.221875,0.195000,317.124210
36,19,0.228125,0.195000,316.436959
37,19,0.234375,0.195000,315.772823
38,19,0.240625,0.195000,315.131027
39,19,0.246875,0.195000,314.510802
40,19,0.253125,0.195000,313.911388
41,19,0.259375,0.195000,313.332035
42,19,0.265625,0.195000,312.772006
43,19,0.271875,0.195000,312.230573
44,19,0.278125,0.195000,311.707026
45,19,0.284375,0.195000,311.200664
46,19,0.290625,0.195000,310.710804
47,19,0.296875,0.195000,310.236776
48,19,0.303125,0.195000,309.777926
49,19,0.309375,0.195000,309.333613
50,19,0.315625,0.195000,308.903212
51,19,0.321875,0.195000,308.486115
52,19,0.328125,0.195000,308.081723
53,19,0.334375,0.195000,307.689457
54,19,0.340625,0.195000,307.308750
55,19,0.346875,0.195000,306.939046
56,19,0.353125,0.195000,306.579806
57,19,0.359375,0.195000,306.230503
58,19,0.365625,0.195000,305.890621
59,19,0.371875,0.195000,305.559657
60,19,0.378125,0.195000,305.237119
61,19,0.384375,0.195000,304.922526
62,19,0.390625,0.195000,304.615409
63,19,0.396875,0.195000,304.315306
64,19,0.403125,0.195000,304.021767
65,19,0.409375,0.195000,303.734349
66,19,0.415625,0.195000,303.452619
67,19,0.421875,0.195000,303.176150
68,19,0.428125,0.195000,302.904525
69,19,0.434375,0.195000,302.637330
70,19,0.440625,0.195000,302.374160
71,19,0.446875,0.195000,302.114614
72,19,0.453125,0.195000,301.858298
73,19,0.459375,0.195000,301.604821
74,19,0.465625,0.195000,301.353796
75,19,0.471875,0.195000,301.104841
76,19,0.478125,0.195000,300.857574
77,19,0.484375,0.195000,300.611618
78,19,0.490625,0.195000,300.366597
79,19,0.496875,0.195000,300.122137
0,20,0.003125,0.205000,359.213407
1,20,0.009375,0.205000,357.641624
2,20,0.015625,0.205000,356.074040
3,20,0.021875,0.205000,354.513407
4,20,0.028125,0.205000,352.962406
5,20,0.034375,0.205000,351.423627
6,20,0.040625,0.205000,349.899541
7,20,0.046875,0.205000,348.392482
8,20,0.053125,0.205000,346.904631
9,20,0.059375,0.205000,345.438002
10,20,0.065625,0.205000,343.994430
11,20,0.071875,0.205000,342.575569
12,20,0.078125,0.205000,341.182885
13,20,0.084375,0.205000,339.817658
14,20,0.090625,0.205000,338.480984
15,20,0.096875,0.205000,337.173776
16,20,0.103125,0.205000,335.896778
17,20,0.109375,0.205000,334.650567
18,20,0.115625,0.205000,333.435564
19,20,0.121875,0.205000,332.252046
20,20,0.128125,0.205000,331.100156
21,20,0.134375,0.205000,329.979913
22,20,0.140625,0.205000,328.891225
23,20,0.146875,0.205000,327.833897
24,20,0.153125,0.205000,326.807647
25,20,0.159375,0.205000,325.812110
26,20,0.165625,0.205000,324.846852
27,20,0.171875,0.205000,323.911378
28,20,0.178125,0.205000,323.005140
29,20,0.184375,0.205000,322.127547
30,20,0.190625,0.205000,321.277969
31,20,0.196875,0.205000,320.455745
32,20,0.203125,0.205000,319.660190
33,20,0.209375,0.205000,318.890600
34,20,0.215625,0.205000,318.146257
35,20,0.221875,0.205000,317.426430
36,20,0.228125,0.205000,316.730385
37,20,0.234375,0.205000,316.057383
38,20,0.240625,0.205000,315.406686
39,20,0.246875,0.205000,314.777557
40,20,0.253125,0.205000,314.169264
41,20,0.259375,0.205000,313.581082
42,20,0.265625,0.205000,313.012295
43,20,0.271875,0.205000,312.462194
44,20,0.278125,0.205000,311.930082
45,20,0.284375,0.205000,311.415274
46,20,0.290625,0.205000,310.917095
47,20,0.296875,0.205000,310.434884
48,20,0.303125,0.205000,309.967992
49,20,0.309375,0.205000,309.515785
50,20,0.315625,0.205000,309.077641
51,20,0.321875,0.205000,308.652951
52,20,0.328125,0.205000,308.241121
53,20,0.334375,0.205000,307.841569
54,20,0.340625,0.205000,307.453726
55,20,0.346875,0.205000,307.077036
56,20,0.353125,0.205000,306.710957
57,20,0.359375,0.205000,306.354957
58,20,0.365625,0.205000,306.008518
59,20,0.371875,0.205000,305.671131
60,20,0.378125,0.205000,305.342301
61,20,0.384375,0.205000,305.021541
62,20,0.390625,0.205000,304.708376
63,20,0.396875,0.205000,304.402339
64,20,0.403125,0.205000,304.102974
65,20,0.409375,0.205000,303.809833
66,20,0.415625,0.205000,303.522476
67,20,0.421875,0.205000,303.240469
68,20,0.428125,0.205000,302.963389
69,20,0.434375,0.205000,302.690817
70,20,0.440625,0.205000,302.422340
71,20,0.446875,0.205000,302.157551
72,20,0.453125,0.205000,301.896049
73,20,0.459375,0.205000,301.637436
74,20,0.465625,0.205000,301.381320
75,20,0.471875,0.205000,301.127309
76,20,0.478125,0.205000,300.875018
77,20,0.484375,0.205000,300.624061
78,20,0.490625,0.205000,300.374056
79,20,0.496875,0.205000,300.124622
0,21,0.003125,0.215000,359.225835
1,21,0.009375,0.215000,357.678804
2,21,0.015625,0.215000,356.135658
3,21,0.021875,0.215000,354.598948
4,21,0.028125,0.215000,353.071167
5,21,0.034375,0.215000,351.554727
6,21,0.040625,0.215000,350.051940
7,21,0.046875,0.215000,348.565002
8,21,0.053125,0.215000,347.095978
9,21,0.059375,0.215000,345.646786
10,21,0.065625,0.215000,344.219192
11,21,0.071875,0.215000,342.814800
12,21,0.078125,0.215000,341.435051
13,21,0.084375,0.215000,340.081218
14,21,0.090625,0.215000,338.754408
15,21,0.096875,0.215000,337.455566
16,21,0.103125,0.215000,336.185477
17,21,0.109375,0.215000,334.944774
18,21,0.115625,0.215000,333.733944
19,21,0.121875,0.215000,332.553338
20,21,0.128125,0.215000,331.403176
21,21,0.134375,0.215000,330.283561
22,21,0.140625,0.215000,329.194484
23,21,0.146875,0.215000,328.135837
24,21,0.153125,0.215000,327.107422
25,21,0.159375,0.215000,326.108956
26,21,0.165625,0.215000,325.140087
27,21,0.171875,0.215000,324.200396
28,21,0.178125,0.215000,323.289409
29,21,0.184375,0.215000,322.406603
30,21,0.190625,0.215000,321.551412
31,21,0.196875,0.215000,320.723237
32,21,0.203125,0.215000,319.921448
33,21,0.209375,0.215000,319.145392
34,21,0.215625,0.215000,318.394396
35,21,0.221875,0.215000,317.667772
36,21,0.228125,0.215000,316.964825
37,21,0.234375,0.215000,316.284848
38,21,0.240625,0.215000,315.627134
39,21,0.246875,0.215000,314.990973
40,21,0.253125,0.215000,314.375658
41,21,0.259375,0.215000,313.780483
42,21,0.265625,0.215000,313.204750
43,21,0.271875,0.215000,312.647766
44,21,0.278125,0.215000,312.108846
45,21,0.284375,0.215000,311.587316
46,21,0.290625,0.215000,311.082510
47,21,0.296875,0.215000,310.593776
48,21,0.303125,0.215000,310.120469
49,21,0.309375,0.215000,309.661960
50,21,0.315625,0.215000,309.217629
51,21,0.321875,0.215000,308.786871
52,21,0.328125,0.215000,308.369091
53,21,0.334375,0.215000,307.963707
54,21,0.340625,0.215000,307.570152
55,21,0.346875,0.215000,307.187866
56,21,0.353125,0.215000,306.816307
57,21,0.359375,0.215000,306.454939
58,21,0.365625,0.215000,306.103241
59,21,0.371875,0.215000,305.760703
60,21,0.378125,0.215000,305.426824
61,21,0.384375,0.215000,305.101115
62,21,0.390625,0.215000,304.783095
63,21,0.396875,0.215000,304.472294
64,21,0.403125,0.215000,304.168251
65,21,0.409375,0.215000,303.870513
66,21,0.415625,0.215000,303.578635
67,21,0.421875,0.215000,303.292179
68,21,0.428125,0.215000,303.010716
69,21,0.434375,0.215000,302.733822
70,21,0.440625,0.215000,302.461079
71,21,0.446875,0.215000,302.192076
72,21,0.453125,0.215000,301.926404
73,21,0.459375,0.215000,301.663663
74,21,0.465625,0.215000,301.403452
75,21,0.471875,0.215000,301.145377
76,21,0.478125,0.215000,300.889045
77,21,0.484375,0.215000,300.634067
78,21,0.490625,0.215000,300.380054
79,21,0.496875,0.215000,300.126621
0,22,0.003125,0.225000,359.234937
1,22,0.009375,0.225000,357.706036
2,22,0.015625,0.225000,356.180799
3,22,0.021875,0.225000,354.661634
4,22,0.028125,0.225000,353.150896
5,22,0.034375,0.225000,351.650874
6,22,0.040625,0.225000,350.163766
7,22,0.046875,0.225000,348.691666
8,22,0.053125,0.225000,347.236555
9,22,0.059375,0.225000,345.800281
10,22,0.065625,0.225000,344.384556
11,22,0.071875,0.225000,342.990948
12,22,0.078125,0.225000,341.620874
13,22,0.084375,0.225000,340.275599
14,22,0.090625,0.225000,338.956237
15,22,0.096875,0.225000,337.663750
16,22,0.103125,0.225000,336.398950
17,22,0.109375,0.225000,335.162508
18,22,0.115625,0.225000,333.954956
19,22,0.121875,0.225000,332.776695
20,22,0.128125,0.225000,331.628000
21,22,0.134375,0.225000,330.509032
22,22,0.140625,0.225000,329.419844
23,22,0.146875,0.225000,328.360389
24,22,0.153125,0.225000,327.330527
25,22,0.159375,0.225000,326.330039
26,22,0.165625,0.225000,325.358629
27,22,0.171875,0.225000,324.415935
28,22,0.178125,0.225000,323.501538
29,22,0.184375,0.225000,322.614965
30,22,0.190625,0.225000,321.755699
31,22,0.196875,0.225000,320.923185
32,22,0.203125,0.225000,320.116835
33,22,0.209375,0.225000,319.336034
34,22,0.215625,0.225000,318.580143
35,22,0.221875,0.225000,317.848509
36,22,0.228125,0.225000,317.140462
37,22,0.234375,0.225000,316.455324
38,22,0.240625,0.225000,315.792409
39,22,0.246875,0.225000,315.151030
40,22,0.253125,0.225000,314.530496
41,22,0.259375,0.225000,313.930118
42,22,0.265625,0.225000,313.349211
43,22,0.271875,0.225000,312.787095
44,22,0.278125,0.225000,312.243096
45,22,0.284375,0.225000,311.716546
46,22,0.290625,0.225000,311.206789
47,22,0.296875,0.225000,310.713176
48,22,0.303125,0.225000,310.235069
49,22,0.309375,0.225000,309.771841
50,22,0.315625,0.225000,309.322875
51,22,0.321875,0.225000,308.887569
52,22,0.328125,0.225000,308.465327
53,22,0.334375,0.225000,308.055570
54,22,0.340625,0.225000,307.657728
55,22,0.346875,0.225000,307.271242
56,22,0.353125,0.225000,306.895567
57,22,0.359375,0.225000,306.530168
58,22,0.365625,0.225000,306.174520
59,22,0.371875,0.225000,305.828110
60,22,0.378125,0.225000,305.490437
61,22,0.384375,0.225000,305.161006
62,22,0.390625,0.225000,304.839336
63,22,0.396875,0.225000,304.524952
64,22,0.403125,0.225000,304.217389
65,22,0.409375,0.225000,303.916193
66,22,0.415625,0.225000,303.620913
67,22,0.421875,0.225000,303.331109
68,22,0.428125,0.225000,303.046348
69,22,0.434375,0.225000,302.766201
70,22,0.440625,0.225000,302.490247
71,22,0.446875,0.225000,302.218071
72,22,0.453125,0.225000,301.949261
73,22,0.459375,0.225000,301.683410
74,22,0.465625,0.225000,301.420117
75,22,0.471875,0.225000,301.158982
76,22,0.478125,0.225000,300.899608
77,22,0.484375,0.225000,300.641602
78,22,0.490625,0.225000,300.384571
79,22,0.496875,0.225000,300.128125
0,23,0.003125,0.235000,359.240904
1,23,0.009375,0.235000,357.723890
2,23,0.015625,0.235000,356.210398
3,23,0.021875,0.235000,354.702743
4,23,0.028125,0.235000,353.203197
5,23,0.034375,0.235000,351.713963
6,23,0.040625,0.235000,350.237168
7,23,0.046875,0.235000,348.774843
8,23,0.053125,0.235000,347.328909
9,23,0.059375,0.235000,345.901170
10,23,0.065625,0.235000,344.493304
11,23,0.071875,0.235000,343.106851
12,23,0.078125,0.235000,341.743212
13,23,0.084375,0.235000,340.403647
14,23,0.090625,0.235000,339.089271
15,23,0.096875,0.235000,337.801054
16,23,0.103125,0.235000,336.539829
17,23,0.109375,0.235000,335.306286
18,23,0.115625,0.235000,334.100987
19,23,0.121875,0.235000,332.924362
20,23,0.128125,0.235000,331.776725
21,23,0.134375,0.235000,330.658271
22,23,0.140625,0.235000,329.569093
23,23,0.146875,0.235000,328.509182
24,23,0.153125,0.235000,327.478440
25,23,0.159375,0.235000,326.476684
26,23,0.165625,0.235000,325.503659
27,23,0.171875,0.235000,324.559040
28,23,0.178125,0.235000,323.642441
29,23,0.184375,0.235000,322.753425
30,23,0.190625,0.235000,321.891505
31,23,0.196875,0.235000,321.056158
32,23,0.203125,0.235000,320.246821
33,23,0.209375,0.235000,319.462906
34,23,0.215625,0.235000,318.703798
35,23,0.221875,0.235000,317.968865
36,23,0.228125,0.235000,317.257456
37,23,0.234375,0.235000,316.568910
38,23,0.240625,0.235000,315.902559
39,23,0.246875,0.235000,315.257727
40,23,0.253125,0.235000,314.633737
41,23,0.259375,0.235000,314.029910
42,23,0.265625,0.235000,313.445572
43,23,0.271875,0.235000,312.880050
44,23,0.278125,0.235000,312.332676
45,23,0.284375,0.235000,311.802791
46,23,0.290625,0.235000,311.289741
47,23,0.296875,0.235000,310.792883
48,23,0.303125,0.235000,310.311581
49,23,0.309375,0.235000,309.845211
50,23,0.315625,0.235000,309.393160
51,23,0.321875,0.235000,308.954822
52,23,0.328125,0.235000,308.529607
53,23,0.334375,0.235000,308.116934
54,23,0.340625,0.235000,307.716233
55,23,0.346875,0.235000,307.326946
56,23,0.353125,0.235000,306.948525
57,23,0.359375,0.235000,306.580435
58,23,0.365625,0.235000,306.222150
59,23,0.371875,0.235000,305.873157
60,23,0.378125,0.235000,305.532949
61,23,0.384375,0.235000,305.201033
62,23,0.390625,0.235000,304.876925
63,23,0.396875,0.235000,304.560147
64,23,0.403125,0.235000,304.250234
65,23,0.409375,0.235000,303.946727
66,23,0.415625,0.235000,303.649174
67,23,0.421875,0.235000,303.357133
68,23,0.428125,0.235000,303.070167
69,23,0.434375,0.235000,302.787846
70,23,0.440625,0.235000,302.509747
71,23,0.446875,0.235000,302.235449
72,23,0.453125,0.235000,301.964541
73,23,0.459375,0.235000,301.696613
74,23,0.465625,0.235000,301.431259
75,23,0.471875,0.235000,301.168077
76,23,0.478125,0.235000,300.906670
77,23,0.484375,0.235000,300.646639
78,23,0.490625,0.235000,300.387591
79,23,0.496875,0.235000,300.129132
0,24,0.003125,0.245000,359.243858
1,24,0.009375,0.245000,357.732728
2,24,0.015625,0.245000,356.225051
3,24,0.021875,0.245000,354.723098
4,24,0.028125,0.245000,353.229095
5,24,0.034375,0.245000,351.745210
6,24,0.040625,0.245000,350.273531
7,24,0.046875,0.245000,348.816057
8,24,0.053125,0.245000,347.374683
9,24,0.059375,0.245000,345.951190
10,24,0.065625,0.245000,344.547236
11,24,0.071875,0.245000,343.164349
12,24,0.078125,0.245000,341.803924
13,24,0.084375,0.245000,340.467214
14,24,0.090625,0.245000,339.155336
15,24,0.096875,0.245000,337.869265
16,24,0.103125,0.245000,336.609840
17,24,0.109375,0.245000,335.377765
18,24,0.115625,0.245000,334.173611
19,24,0.121875,0.245000,332.997827
20,24,0.128125,0.245000,331.850741
21,24,0.134375,0.245000,330.732569
22,24,0.140625,0.245000,329.643420
23,24,0.146875,0.245000,328.583306
24,24,0.153125,0.245000,327.552148
25,24,0.159375,0.245000,326.549784
26,24,0.165625,0.245000,325.575974
27,24,0.171875,0.245000,324.630415
28,24,0.178125,0.245000,323.712736
29,24,0.184375,0.245000,322.822518
30,24,0.190625,0.245000,321.959291
31,24,0.196875,0.245000,321.122544
32,24,0.203125,0.245000,320.311731
33,24,0.209375,0.245000,319.526274
34,24,0.215625,0.245000,318.765572
35,24,0.221875,0.245000,318.029001
36,24,0.228125,0.245000,317.315922
37,24,0.234375,0.245000,316.625683
38,24,0.240625,0.245000,315.957623
39,24,0.246875,0.245000,315.311072
40,24,0.253125,0.245000,314.685361
41,24,0.259375,0.245000,314.079817
42,24,0.265625,0.245000,313.493768
43,24,0.271875,0.245000,312.926547
44,24,0.278125,0.245000,312.377491
45,24,0.284375,0.245000,311.845941
46,24,0.290625,0.245000,311.331247
47,24,0.296875,0.245000,310.832769
48,24,0.303125,0.245000,310.349871
49,24,0.309375,0.245000,309.881932
50,24,0.315625,0.245000,309.428337
51,24,0.321875,0.245000,308.988485
52,24,0.328125,0.245000,308.561784
53,24,0.334375,0.245000,308.147653
54,24,0.340625,0.245000,307.745522
55,24,0.346875,0.245000,307.354833
56,24,0.353125,0.245000,306.975039
57,24,0.359375,0.245000,306.605603
58,24,0.365625,0.245000,306.245999
59,24,0.371875,0.245000,305.895712
60,24,0.378125,0.245000,305.554236
61,24,0.384375,0.245000,305.221077
62,24,0.390625,0.245000,304.895748
63,24,0.396875,0.245000,304.577772
64,24,0.403125,0.245000,304.266682
65,24,0.409375,0.245000,303.962018
66,24,0.415625,0.245000,303.663327
67,24,0.421875,0.245000,303.370166
68,24,0.428125,0.245000,303.082096
69,24,0.434375,0.245000,302.798687
70,24,0.440625,0.245000,302.519512
71,24,0.446875,0.245000,302.244153
72,24,0.453125,0.245000,301.972194
73,24,0.459375,0.245000,301.703225
74,24,0.465625,0.245000,301.436839
75,24,0.471875,0.245000,301.172633
76,24,0.478125,0.245000,300.910207
77,24,0.484375,0.245000,300.649162
78,24,0.490625,0.245000,300.389104
79,24,0.496875,0.245000,300.129636
0,25,0.003125,0.255000,359.243858
1,25,0.009375,0.255000,357.732728
2,25,0.015625,0.255000,356.225051
3,25,0.021875,0.255000,354.723098
4,25,0.028125,0.255000,353.229096
5,25,0.034375,0.255000,351.745210
6,25,0.040625,0.255000,350.273532
7,25,0.046875,0.255000,348.816057
8,25,0.053125,0.255000,347.374683
9,25,0.059375,0.255000,345.951190
10,25,0.065625,0.255000,344.547236
11,25,0.071875,0.255000,343.164349
12,25,0.078125,0.255000,341.803924
13,25,0.084375,0.255000,340.467214
14,25,0.090625,0.255000,339.155336
15,25,0.096875,0.255000,337.869266
16,25,0.103125,0.255000,336.609841
17,25,0.109375,0.255000,335.377765
18,25,0.115625,0.255000,334.173611
19,25,0.121875,0.255000,332.997828
20,25,0.128125,0.255000,331.850742
21,25,0.134375,0.255000,330.732569
22,25,0.140625,0.255000,329.643421
23,25,0.146875,0.255000,328.583307
24,25,0.153125,0.255000,327.552149
25,25,0.159375,0.255000,326.549784
26,25,0.165625,0.255000,325.575975
27,25,0.171875,0.255000,324.630415
28,25,0.178125,0.255000,323.712737
29,25,0.184375,0.255000,322.822519
30,25,0.190625,0.255000,321.959292
31,25,0.196875,0.255000,321.122545
32,25,0.203125,0.255000,320.311731
33,25,0.209375,0.255000,319.526275
34,25,0.215625,0.255000,318.765572
35,25,0.221875,0.255000,318.029002
36,25,0.228125,0.255000,317.315923
37,25,0.234375,0.255000,316.625684
38,25,0.240625,0.255000,315.957623
39,25,0.246875,0.255000,315.311073
40,25,0.253125,0.255000,314.685361
41,25,0.259375,0.255000,314.079817
42,25,0.265625,0.255000,313.493769
43,25,0.271875,0.255000,312.926548
44,25,0.278125,0.255000,312.377491
45,25,0.284375,0.255000,311.845941
46,25,0.290625,0.255000,311.331248
47,25,0.296875,0.255000,310.832769
48,25,0.303125,0.255000,310.349872
49,25,0.309375,0.255000,309.881932
50,25,0.315625,0.255000,309.428338
51,25,0.321875,0.255000,308.988486
52,25,0.328125,0.255000,308.561785
53,25,0.334375,0.255000,308.147653
54,25,0.340625,0.255000,307.745523
55,25,0.346875,0.255000,307.354834
56,25,0.353125,0.255000,306.975040
57,25,0.359375,0.255000,306.605604
58,25,0.365625,0.255000,306.246000
59,25,0.371875,0.255000,305.895712
60,25,0.378125,0.255000,305.554237
61,25,0.384375,0.255000,305.221077
62,25,0.390625,0.255000,304.895748
63,25,0.396875,0.255000,304.577773
64,25,0.403125,0.255000,304.266683
65,25,0.409375,0.255000,303.962018
66,25,0.415625,0.255000,303.663328
67,25,0.421875,0.255000,303.370166
68,25,0.428125,0.255000,303.082097
69,25,0.434375,0.255000,302.798687
70,25,0.440625,0.255000,302.519513
71,25,0.446875,0.255000,302.244153
72,25,0.453125,0.255000,301.972194
73,25,0.459375,0.255000,301.703225
74,25,0.465625,0.255000,301.436839
75,25,0.471875,0.255000,301.172633
76,25,0.478125,0.255000,300.910207
77,25,0.484375,0.255000,300.649162
78,25,0.490625,0.255000,300.389104
79,25,0.496875,0.255000,300.129636
0,26,0.003125,0.265000,359.240904
1,26,0.009375,0.265000,357.723890
2,26,0.015625,0.265000,356.210398
3,26,0.021875,0.265000,354.702743
4,26,0.028125,0.265000,353.203197
5,26,0.034375,0.265000,351.713964
6,26,0.040625,0.265000,350.237169
7,26,0.046875,0.265000,348.774843
8,26,0.053125,0.265000,347.328909
9,26,0.059375,0.265000,345.901171
10,26,0.065625,0.265000,344.493304
11,26,0.071875,0.265000,343.106851
12,26,0.078125,0.265000,341.743213
13,26,0.084375,0.265000,340.403648
14,26,0.090625,0.265000,339.089271
15,26,0.096875,0.265000,337.801055
16,26,0.103125,0.265000,336.539830
17,26,0.109375,0.265000,335.306287
18,26,0.115625,0.265000,334.100988
19,26,0.121875,0.265000,332.924364
20,26,0.128125,0.265000,331.776726
21,26,0.134375,0.265000,330.658273
22,26,0.140625,0.265000,329.569094
23,26,0.146875,0.265000,328.509183
24,26,0.153125,0.265000,327.478441
25,26,0.159375,0.265000,326.476686
26,26,0.165625,0.265000,325.503661
27,26,0.171875,0.265000,324.559041
28,26,0.178125,0.265000,323.642442
29,26,0.184375,0.265000,322.753426
30,26,0.190625,0.265000,321.891507
31,26,0.196875,0.265000,321.056159
32,26,0.203125,0.265000,320.246822
33,26,0.209375,0.265000,319.462907
34,26,0.215625,0.265000,318.703800
35,26,0.221875,0.265000,317.968866
36,26,0.228125,0.265000,317.257457
37,26,0.234375,0.265000,316.568912
38,26,0.240625,0.265000,315.902560
39,26,0.246875,0.265000,315.257728
40,26,0.253125,0.265000,314.633738
41,26,0.259375,0.265000,314.029912
42,26,0.265625,0.265000,313.445574
43,26,0.271875,0.265000,312.880051
44,26,0.278125,0.265000,312.332678
45,26,0.284375,0.265000,311.802793
46,26,0.290625,0.265000,311.289743
47,26,0.296875,0.265000,310.792884
48,26,0.303125,0.265000,310.311583
49,26,0.309375,0.265000,309.845213
50,26,0.315625,0.265000,309.393161
51,26,0.321875,0.265000,308.954824
52,26,0.328125,0.265000,308.529609
53,26,0.334375,0.265000,308.116936
54,26,0.340625,0.265000,307.716234
55,26,0.346875,0.265000,307.326947
56,26,0.353125,0.265000,306.948526
57,26,0.359375,0.265000,306.580436
58,26,0.365625,0.265000,306.222152
59,26,0.371875,0.265000,305.873158
60,26,0.378125,0.265000,305.532950
61,26,0.384375,0.265000,305.201034
62,26,0.390625,0.265000,304.876926
63,26,0.396875,0.265000,304.560148
64,26,0.403125,0.265000,304.250235
65,26,0.409375,0.265000,303.946727
66,26,0.415625,0.265000,303.649175
67,26,0.421875,0.265000,303.357134
68,26,0.428125,0.265000,303.070168
69,26,0.434375,0.265000,302.787847
70,26,0.440625,0.265000,302.509747
71,26,0.446875,0.265000,302.235450
72,26,0.453125,0.265000,301.964542
73,26,0.459375,0.265000,301.696613
74,26,0.465625,0.265000,301.431259
75,26,0.471875,0.265000,301.168078
76,26,0.478125,0.265000,300.906670
77,26,0.484375,0.265000,300.646639
78,26,0.490625,0.265000,300.387591
79,26,0.496875,0.265000,300.129132
0,27,0.003125,0.275000,359.234937
1,27,0.009375,0.275000,357.706036
2,27,0.015625,0.275000,356.180799
3,27,0.021875,0.275000,354.661634
4,27,0.028125,0.275000,353.150897
5,27,0.034375,0.275000,351.650875
6,27,0.040625,0.275000,350.163766
7,27,0.046875,0.275000,348.691667
8,27,0.053125,0.275000,347.236556
9,27,0.059375,0.275000,345.800282
10,27,0.065625,0.275000,344.384557
11,27,0.071875,0.275000,342.990949
12,27,0.078125,0.275000,341.620875
13,27,0.084375,0.275000,340.275601
14,27,0.090625,0.275000,338.956239
15,27,0.096875,0.275000,337.663751
16,27,0.103125,0.275000,336.398951
17,27,0.109375,0.275000,335.162510
18,27,0.115625,0.275000,333.954958
19,27,0.121875,0.275000,332.776696
20,27,0.128125,0.275000,331.628002
21,27,0.134375,0.275000,330.509034
22,27,0.140625,0.275000,329.419846
23,27,0.146875,0.275000,328.360391
24,27,0.153125,0.275000,327.330529
25,27,0.159375,0.275000,326.330041
26,27,0.165625,0.275000,325.358631
27,27,0.171875,0.275000,324.415938
28,27,0.178125,0.275000,323.501541
29,27,0.184375,0.275000,322.614968
30,27,0.190625,0.275000,321.755702
31,27,0.196875,0.275000,320.923188
32,27,0.203125,0.275000,320.116838
33,27,0.209375,0.275000,319.336036
34,27,0.215625,0.275000,318.580145
35,27,0.221875,0.275000,317.848511
36,27,0.228125,0.275000,317.140464
37,27,0.234375,0.275000,316.455326
38,27,0.240625,0.275000,315.792412
39,27,0.246875,0.275000,315.151033
40,27,0.253125,0.275000,314.530498
41,27,0.259375,0.275000,313.930120
