i,j,x_m,y_m,temperature_K
12,9,0.078125,0.095000,331.747854
13,9,0.084375,0.095000,330.149811
14,9,0.090625,0.095000,328.645233
15,9,0.096875,0.095000,327.228957
16,9,0.103125,0.095000,325.895709
17,9,0.109375,0.095000,324.640245
18,9,0.115625,0.095000,323.457454
19,9,0.121875,0.095000,322.342432
20,9,0.128125,0.095000,321.290524
21,9,0.134375,0.095000,320.297352
22,9,0.140625,0.095000,319.358820
23,9,0.146875,0.095000,318.471119
24,9,0.153125,0.095000,317.630721
25,9,0.159375,0.095000,316.834361
26,9,0.165625,0.095000,316.079029
27,9,0.171875,0.095000,315.361952
28,9,0.178125,0.095000,314.680574
29,9,0.184375,0.095000,314.032543
30,9,0.190625,0.095000,313.415694
31,9,0.196875,0.095000,312.828032
32,9,0.203125,0.095000,312.267717
33,9,0.209375,0.095000,311.733053
34,9,0.215625,0.095000,311.222472
35,9,0.221875,0.095000,310.734524
36,9,0.228125,0.095000,310.267867
37,9,0.234375,0.095000,309.821256
38,9,0.240625,0.095000,309.393535
39,9,0.246875,0.095000,308.983629
40,9,0.253125,0.095000,308.590535
41,9,0.259375,0.095000,308.213318
42,9,0.265625,0.095000,307.851104
43,9,0.271875,0.095000,307.503075
44,9,0.278125,0.095000,307.168462
45,9,0.284375,0.095000,306.846544
46,9,0.290625,0.095000,306.536642
47,9,0.296875,0.095000,306.238115
48,9,0.303125,0.095000,305.950359
49,9,0.309375,0.095000,305.672802
50,9,0.315625,0.095000,305.404902
51,9,0.321875,0.095000,305.146145
52,9,0.328125,0.095000,304.896041
53,9,0.334375,0.095000,304.654124
54,9,0.340625,0.095000,304.419951
55,9,0.346875,0.095000,304.193097
56,9,0.353125,0.095000,303.973155
57,9,0.359375,0.095000,303.759737
58,9,0.365625,0.095000,303.552470
59,9,0.371875,0.095000,303.350993
60,9,0.378125,0.095000,303.154961
61,9,0.384375,0.095000,302.964040
62,9,0.390625,0.095000,302.777908
63,9,0.396875,0.095000,302.596253
64,9,0.403125,0.095000,302.418772
65,9,0.409375,0.095000,302.245173
66,9,0.415625,0.095000,302.075168
67,9,0.421875,0.095000,301.908482
68,9,0.428125,0.095000,301.744841
69,9,0.434375,0.095000,301.583982
70,9,0.440625,0.095000,301.425643
71,9,0.446875,0.095000,301.269572
72,9,0.453125,0.095000,301.115517
73,9,0.459375,0.095000,300.963232
74,9,0.465625,0.095000,300.812475
75,9,0.471875,0.095000,300.663005
76,9,0.478125,0.095000,300.514585
77,9,0.484375,0.095000,300.366980
78,9,0.490625,0.095000,300.219956
79,9,0.496875,0.095000,300.073280
0,10,0.003125,0.105000,358.771835
1,10,0.009375,0.105000,356.323780
2,10,0.015625,0.105000,353.900183
3,10,0.021875,0.105000,351.516178
4,10,0.028125,0.105000,349.185277
5,10,0.034375,0.105000,346.918979
6,10,0.040625,0.105000,344.726542
7,10,0.046875,0.105000,342.614949
8,10,0.053125,0.105000,340.589003
9,10,0.059375,0.105000,338.651525
10,10,0.065625,0.105000,336.803615
11,10,0.071875,0.105000,335.044941
12,10,0.078125,0.105000,333.374023
13,10,0.084375,0.105000,331.788498
14,10,0.090625,0.105000,330.285363
15,10,0.096875,0.105000,328.861174
16,10,0.103125,0.105000,327.512213
17,10,0.109375,0.105000,326.234622
18,10,0.115625,0.105000,325.024510
19,10,0.121875,0.105000,323.878027
20,10,0.128125,0.105000,322.791424
21,10,0.134375,0.105000,321.761091
22,10,0.140625,0.105000,320.783583
23,10,0.146875,0.105000,319.855636
24,10,0.153125,0.105000,318.974172
25,10,0.159375,0.105000,318.136305
26,10,0.165625,0.105000,317.339333
27,10,0.171875,0.105000,316.580733
28,10,0.178125,0.105000,315.858154
29,10,0.184375,0.105000,315.169409
30,10,0.190625,0.105000,314.512461
31,10,0.196875,0.105000,313.885419
32,10,0.203125,0.105000,313.286520
33,10,0.209375,0.105000,312.714126
34,10,0.215625,0.105000,312.166713
35,10,0.221875,0.105000,311.642860
36,10,0.228125,0.105000,311.141242
37,10,0.234375,0.105000,310.660622
38,10,0.240625,0.105000,310.199847
39,10,0.246875,0.105000,309.757834
40,10,0.253125,0.105000,309.333572
41,10,0.259375,0.105000,308.926111
42,10,0.265625,0.105000,308.534559
43,10,0.271875,0.105000,308.158078
44,10,0.278125,0.105000,307.795877
45,10,0.284375,0.105000,307.447211
46,10,0.290625,0.105000,307.111376
47,10,0.296875,0.105000,306.787705
48,10,0.303125,0.105000,306.475567
49,10,0.309375,0.105000,306.174364
50,10,0.315625,0.105000,305.883525
51,10,0.321875,0.105000,305.602509
52,10,0.328125,0.105000,305.330800
53,10,0.334375,0.105000,305.067905
54,10,0.340625,0.105000,304.813352
55,10,0.346875,0.105000,304.566691
56,10,0.353125,0.105000,304.327488
57,10,0.359375,0.105000,304.095329
58,10,0.365625,0.105000,303.869814
59,10,0.371875,0.105000,303.650558
60,10,0.378125,0.105000,303.437191
61,10,0.384375,0.105000,303.229354
62,10,0.390625,0.105000,303.026701
63,10,0.396875,0.105000,302.828896
64,10,0.403125,0.105000,302.635614
65,10,0.409375,0.105000,302.446537
66,10,0.415625,0.105000,302.261357
67,10,0.421875,0.105000,302.079775
68,10,0.428125,0.105000,301.901496
69,10,0.434375,0.105000,301.726235
70,10,0.440625,0.105000,301.553709
71,10,0.446875,0.105000,301.383643
72,10,0.453125,0.105000,301.215765
73,10,0.459375,0.105000,301.049810
74,10,0.465625,0.105000,300.885512
75,10,0.471875,0.105000,300.722613
76,10,0.478125,0.105000,300.560854
77,10,0.484375,0.105000,300.399979
78,10,0.490625,0.105000,300.239736
79,10,0.496875,0.105000,300.079870
0,11,0.003125,0.115000,358.861376
1,11,0.009375,0.115000,356.590446
2,11,0.015625,0.115000,354.338244
3,11,0.021875,0.115000,352.116516
4,11,0.028125,0.115000,349.935964
5,11,0.034375,0.115000,347.805970
6,11,0.040625,0.115000,345.734412
7,11,0.046875,0.115000,343.727588
8,11,0.053125,0.115000,341.790231
9,11,0.059375,0.115000,339.925599
10,11,0.065625,0.115000,338.135611
11,11,0.071875,0.115000,336.421018
12,11,0.078125,0.115000,334.781584
13,11,0.084375,0.115000,333.216268
14,11,0.090625,0.115000,331.723395
15,11,0.096875,0.115000,330.300809
16,11,0.103125,0.115000,328.946008
17,11,0.109375,0.115000,327.656256
18,11,0.115625,0.115000,326.428677
19,11,0.121875,0.115000,325.260332
20,11,0.128125,0.115000,324.148276
21,11,0.134375,0.115000,323.089600
22,11,0.140625,0.115000,322.081473
23,11,0.146875,0.115000,321.121154
24,11,0.153125,0.115000,320.206019
25,11,0.159375,0.115000,319.333562
26,11,0.165625,0.115000,318.501406
27,11,0.171875,0.115000,317.707300
28,11,0.178125,0.115000,316.949123
29,11,0.184375,0.115000,316.224874
30,11,0.190625,0.115000,315.532675
31,11,0.196875,0.115000,314.870759
32,11,0.203125,0.115000,314.237470
33,11,0.209375,0.115000,313.631252
34,11,0.215625,0.115000,313.050644
35,11,0.221875,0.115000,312.494276
36,11,0.228125,0.115000,311.960862
37,11,0.234375,0.115000,311.449192
38,11,0.240625,0.115000,310.958128
39,11,0.246875,0.115000,310.486600
40,11,0.253125,0.115000,310.033601
41,11,0.259375,0.115000,309.598179
42,11,0.265625,0.115000,309.179437
43,11,0.271875,0.115000,308.776526
44,11,0.278125,0.115000,308.388646
45,11,0.284375,0.115000,308.015034
46,11,0.290625,0.115000,307.654971
47,11,0.296875,0.115000,307.307772
48,11,0.303125,0.115000,306.972786
49,11,0.309375,0.115000,306.649393
50,11,0.315625,0.115000,306.337002
51,11,0.321875,0.115000,306.035051
52,11,0.328125,0.115000,305.742999
53,11,0.334375,0.115000,305.460331
54,11,0.340625,0.115000,305.186554
55,11,0.346875,0.115000,304.921192
56,11,0.353125,0.115000,304.663791
57,11,0.359375,0.115000,304.413913
58,11,0.365625,0.115000,304.171135
59,11,0.371875,0.115000,303.935050
60,11,0.378125,0.115000,303.705265
61,11,0.384375,0.115000,303.481399
62,11,0.390625,0.115000,303.263085
63,11,0.396875,0.115000,303.049964
64,11,0.403125,0.115000,302.841690
65,11,0.409375,0.115000,302.637925
66,11,0.415625,0.115000,302.438339
67,11,0.421875,0.115000,302.242612
68,11,0.428125,0.115000,302.050430
69,11,0.434375,0.115000,301.861485
70,11,0.440625,0.115000,301.675477
71,11,0.446875,0.115000,301.492111
72,11,0.453125,0.115000,301.311094
73,11,0.459375,0.115000,301.132142
74,11,0.465625,0.115000,300.954971
75,11,0.471875,0.115000,300.779302
76,11,0.478125,0.115000,300.604857
77,11,0.484375,0.115000,300.431363
78,11,0.490625,0.115000,300.258547
79,11,0.496875,0.115000,300.086137
0,12,0.003125,0.125000,358.934739
1,12,0.009375,0.125000,356.809166
2,12,0.015625,0.125000,354.698296
3,12,0.021875,0.125000,352.611441
4,12,0.028125,0.125000,350.557222
5,12,0.034375,0.125000,348.543366
6,12,0.040625,0.125000,346.576563
7,12,0.046875,0.125000,344.662389
8,12,0.053125,0.125000,342.805284
9,12,0.059375,0.125000,341.008586
10,12,0.065625,0.125000,339.274598
11,12,0.071875,0.125000,337.604688
12,12,0.078125,0.125000,335.999403
13,12,0.084375,0.125000,334.458584
14,12,0.090625,0.125000,332.981492
15,12,0.096875,0.125000,331.566917
16,12,0.103125,0.125000,330.213279
17,12,0.109375,0.125000,328.918727
18,12,0.115625,0.125000,327.681208
19,12,0.121875,0.125000,326.498542
20,12,0.128125,0.125000,325.368472
21,12,0.134375,0.125000,324.288710
22,12,0.140625,0.125000,323.256972
23,12,0.146875,0.125000,322.271006
24,12,0.153125,0.125000,321.328611
25,12,0.159375,0.125000,320.427652
26,12,0.165625,0.125000,319.566071
27,12,0.171875,0.125000,318.741894
28,12,0.178125,0.125000,317.953235
29,12,0.184375,0.125000,317.198295
30,12,0.190625,0.125000,316.475364
31,12,0.196875,0.125000,315.782819
32,12,0.203125,0.125000,315.119122
33,12,0.209375,0.125000,314.482816
34,12,0.215625,0.125000,313.872522
35,12,0.221875,0.125000,313.286935
36,12,0.228125,0.125000,312.724821
37,12,0.234375,0.125000,312.185010
38,12,0.240625,0.125000,311.666398
39,12,0.246875,0.125000,311.167937
40,12,0.253125,0.125000,310.688634
41,12,0.259375,0.125000,310.227548
42,12,0.265625,0.125000,309.783786
43,12,0.271875,0.125000,309.356501
44,12,0.278125,0.125000,308.944887
45,12,0.284375,0.125000,308.548175
46,12,0.290625,0.125000,308.165637
47,12,0.296875,0.125000,307.796576
48,12,0.303125,0.125000,307.440328
49,12,0.309375,0.125000,307.096258
50,12,0.315625,0.125000,306.763759
51,12,0.321875,0.125000,306.442251
52,12,0.328125,0.125000,306.131176
53,12,0.334375,0.125000,305.830001
54,12,0.340625,0.125000,305.538212
55,12,0.346875,0.125000,305.255317
56,12,0.353125,0.125000,304.980839
57,12,0.359375,0.125000,304.714322
58,12,0.365625,0.125000,304.455323
59,12,0.371875,0.125000,304.203416
60,12,0.378125,0.125000,303.958186
61,12,0.384375,0.125000,303.719235
62,12,0.390625,0.125000,303.486174
63,12,0.396875,0.125000,303.258627
64,12,0.403125,0.125000,303.036225
65,12,0.409375,0.125000,302.818614
66,12,0.415625,0.125000,302.605443
67,12,0.421875,0.125000,302.396375
68,12,0.428125,0.125000,302.191075
69,12,0.434375,0.125000,301.989218
70,12,0.440625,0.125000,301.790486
71,12,0.446875,0.125000,301.594563
72,12,0.453125,0.125000,301.401141
73,12,0.459375,0.125000,301.209915
74,12,0.465625,0.125000,301.020586
75,12,0.471875,0.125000,300.832855
76,12,0.478125,0.125000,300.646428
77,12,0.484375,0.125000,300.461013
78,12,0.490625,0.125000,300.276319
79,12,0.496875,0.125000,300.092058
0,13,0.003125,0.135000,358.995428
1,13,0.009375,0.135000,356.990251
2,13,0.015625,0.135000,354.996870
3,13,0.021875,0.135000,353.022818
4,13,0.028125,0.135000,351.075152
5,13,0.034375,0.135000,349.160307
6,13,0.040625,0.135000,347.283987
7,13,0.046875,0.135000,345.451095
8,13,0.053125,0.135000,343.665698
9,13,0.059375,0.135000,341.931035
10,13,0.065625,0.135000,340.249545
11,13,0.071875,0.135000,338.622923
12,13,0.078125,0.135000,337.052188
13,13,0.084375,0.135000,335.537762
14,13,0.090625,0.135000,334.079550
15,13,0.096875,0.135000,332.677023
16,13,0.103125,0.135000,331.329295
17,13,0.109375,0.135000,330.035192
18,13,0.115625,0.135000,328.793317
19,13,0.121875,0.135000,327.602108
20,13,0.128125,0.135000,326.459882
21,13,0.134375,0.135000,325.364880
22,13,0.140625,0.135000,324.315299
23,13,0.146875,0.135000,323.309320
24,13,0.153125,0.135000,322.345129
25,13,0.159375,0.135000,321.420935
26,13,0.165625,0.135000,320.534983
27,13,0.171875,0.135000,319.685567
28,13,0.178125,0.135000,318.871030
29,13,0.184375,0.135000,318.089775
30,13,0.190625,0.135000,317.340267
31,13,0.196875,0.135000,316.621031
32,13,0.203125,0.135000,315.930656
33,13,0.209375,0.135000,315.267793
34,13,0.215625,0.135000,314.631153
35,13,0.221875,0.135000,314.019507
36,13,0.228125,0.135000,313.431683
37,13,0.234375,0.135000,312.866564
38,13,0.240625,0.135000,312.323085
39,13,0.246875,0.135000,311.800230
40,13,0.253125,0.135000,311.297033
41,13,0.259375,0.135000,310.812569
42,13,0.265625,0.135000,310.345959
43,13,0.271875,0.135000,309.896363
44,13,0.278125,0.135000,309.462977
45,13,0.284375,0.135000,309.045036
46,13,0.290625,0.135000,308.641805
47,13,0.296875,0.135000,308.252582
48,13,0.303125,0.135000,307.876696
49,13,0.309375,0.135000,307.513502
50,13,0.315625,0.135000,307.162382
51,13,0.321875,0.135000,306.822742
52,13,0.328125,0.135000,306.494012
53,13,0.334375,0.135000,306.175643
54,13,0.340625,0.135000,305.867106
55,13,0.346875,0.135000,305.567893
56,13,0.353125,0.135000,305.277511
57,13,0.359375,0.135000,304.995486
58,13,0.365625,0.135000,304.721359
59,13,0.371875,0.135000,304.454687
60,13,0.378125,0.135000,304.195038
61,13,0.384375,0.135000,303.941994
62,13,0.390625,0.135000,303.695152
63,13,0.396875,0.135000,303.454115
64,13,0.403125,0.135000,303.218500
65,13,0.409375,0.135000,302.987934
66,13,0.415625,0.135000,302.762049
67,13,0.421875,0.135000,302.540490
68,13,0.428125,0.135000,302.322906
69,13,0.434375,0.135000,302.108956
70,13,0.440625,0.135000,301.898302
71,13,0.446875,0.135000,301.690613
72,13,0.453125,0.135000,301.485565
73,13,0.459375,0.135000,301.282836
74,13,0.465625,0.135000,301.082108
75,13,0.471875,0.135000,300.883069
76,13,0.478125,0.135000,300.685408
77,13,0.484375,0.135000,300.488815
78,13,0.490625,0.135000,300.292985
79,13,0.496875,0.135000,300.097611
0,14,0.003125,0.145000,359.045965
1,14,0.009375,0.145000,357.141136
2,14,0.015625,0.145000,355.245962
3,14,0.021875,0.145000,353.366647
4,14,0.028125,0.145000,351.509059
5,14,0.034375,0.145000,349.678624
6,14,0.040625,0.145000,347.880238
7,14,0.046875,0.145000,346.118212
8,14,0.053125,0.145000,344.396234
9,14,0.059375,0.145000,342.717362
10,14,0.065625,0.145000,341.084031
11,14,0.071875,0.145000,339.498088
12,14,0.078125,0.145000,337.960824
13,14,0.084375,0.145000,336.473032
14,14,0.090625,0.145000,335.035055
15,14,0.096875,0.145000,333.646848
16,14,0.103125,0.145000,332.308034
17,14,0.109375,0.145000,331.017955
18,14,0.115625,0.145000,329.775726
19,14,0.121875,0.145000,328.580278
20,14,0.128125,0.145000,327.430399
21,14,0.134375,0.145000,326.324774
22,14,0.140625,0.145000,325.262008
23,14,0.146875,0.145000,324.240659
24,14,0.153125,0.145000,323.259256
25,14,0.159375,0.145000,322.316318
26,14,0.165625,0.145000,321.410370
27,14,0.171875,0.145000,320.539950
28,14,0.178125,0.145000,319.703624
29,14,0.184375,0.145000,318.899988
30,14,0.190625,0.145000,318.127675
31,14,0.196875,0.145000,317.385361
32,14,0.203125,0.145000,316.671762
33,14,0.209375,0.145000,315.985640
34,14,0.215625,0.145000,315.325801
35,14,0.221875,0.145000,314.691097
36,14,0.228125,0.145000,314.080425
37,14,0.234375,0.145000,313.492724
38,14,0.240625,0.145000,312.926976
39,14,0.246875,0.145000,312.382205
40,14,0.253125,0.145000,311.857475
41,14,0.259375,0.145000,311.351888
42,14,0.265625,0.145000,310.864580
43,14,0.271875,0.145000,310.394727
44,14,0.278125,0.145000,309.941534
45,14,0.284375,0.145000,309.504240
46,14,0.290625,0.145000,309.082112
47,14,0.296875,0.145000,308.674450
48,14,0.303125,0.145000,308.280576
49,14,0.309375,0.145000,307.899840
50,14,0.315625,0.145000,307.531619
51,14,0.321875,0.145000,307.175308
52,14,0.328125,0.145000,306.830327
53,14,0.334375,0.145000,306.496116
54,14,0.340625,0.145000,306.172136
55,14,0.346875,0.145000,305.857862
56,14,0.353125,0.145000,305.552791
57,14,0.359375,0.145000,305.256433
58,14,0.365625,0.145000,304.968316
59,14,0.371875,0.145000,304.687979
60,14,0.378125,0.145000,304.414979
61,14,0.384375,0.145000,304.148882
62,14,0.390625,0.145000,303.889267
63,14,0.396875,0.145000,303.635724
64,14,0.403125,0.145000,303.387855
65,14,0.409375,0.145000,303.145268
66,14,0.415625,0.145000,302.907584
67,14,0.421875,0.145000,302.674429
68,14,0.428125,0.145000,302.445439
69,14,0.434375,0.145000,302.220255
70,14,0.440625,0.145000,301.998526
71,14,0.446875,0.145000,301.779905
72,14,0.453125,0.145000,301.564053
73,14,0.459375,0.145000,301.350632
74,14,0.465625,0.145000,301.139310
75,14,0.471875,0.145000,300.929759
76,14,0.478125,0.145000,300.721652
77,14,0.484375,0.145000,300.514666
78,14,0.490625,0.145000,300.308480
79,14,0.496875,0.145000,300.102774
0,15,0.003125,0.155000,359.088201
1,15,0.009375,0.155000,357.267304
2,15,0.015625,0.155000,355.454456
3,15,0.021875,0.155000,353.654855
4,15,0.028125,0.155000,351.873457
5,15,0.034375,0.155000,350.114894
6,15,0.040625,0.155000,348.383409
7,15,0.046875,0.155000,346.682807
8,15,0.053125,0.155000,345.016421
9,15,0.059375,0.155000,343.387101
10,15,0.065625,0.155000,341.797209
11,15,0.071875,0.155000,340.248635
12,15,0.078125,0.155000,338.742817
13,15,0.084375,0.155000,337.280776
14,15,0.090625,0.155000,335.863148
15,15,0.096875,0.155000,334.490230
16,15,0.103125,0.155000,333.162012
17,15,0.109375,0.155000,331.878225
18,15,0.115625,0.155000,330.638377
19,15,0.121875,0.155000,329.441790
20,15,0.128125,0.155000,328.287632
21,15,0.134375,0.155000,327.174949
22,15,0.140625,0.155000,326.102691
23,15,0.146875,0.155000,325.069738
24,15,0.153125,0.155000,324.074914
25,15,0.159375,0.155000,323.117012
26,15,0.165625,0.155000,322.194805
27,15,0.171875,0.155000,321.307056
28,15,0.178125,0.155000,320.452533
29,15,0.184375,0.155000,319.630014
30,15,0.190625,0.155000,318.838292
31,15,0.196875,0.155000,318.076183
32,15,0.203125,0.155000,317.342530
33,15,0.209375,0.155000,316.636204
34,15,0.215625,0.155000,315.956106
35,15,0.221875,0.155000,315.301170
36,15,0.228125,0.155000,314.670363
37,15,0.234375,0.155000,314.062684
38,15,0.240625,0.155000,313.477168
39,15,0.246875,0.155000,312.912879
40,15,0.253125,0.155000,312.368916
41,15,0.259375,0.155000,311.844411
42,15,0.265625,0.155000,311.338523
43,15,0.271875,0.155000,310.850444
44,15,0.278125,0.155000,310.379393
45,15,0.284375,0.155000,309.924618
46,15,0.290625,0.155000,309.485394
47,15,0.296875,0.155000,309.061021
48,15,0.303125,0.155000,308.650822
49,15,0.309375,0.155000,308.254147
50,15,0.315625,0.155000,307.870366
51,15,0.321875,0.155000,307.498870
52,15,0.328125,0.155000,307.139072
53,15,0.334375,0.155000,306.790405
54,15,0.340625,0.155000,306.452316
55,15,0.346875,0.155000,306.124275
56,15,0.353125,0.155000,305.805766
57,15,0.359375,0.155000,305.496287
58,15,0.365625,0.155000,305.195354
59,15,0.371875,0.155000,304.902494
60,15,0.378125,0.155000,304.617251
61,15,0.384375,0.155000,304.339177
62,15,0.390625,0.155000,304.067839
63,15,0.396875,0.155000,303.802813
64,15,0.403125,0.155000,303.543686
65,15,0.409375,0.155000,303.290054
66,15,0.415625,0.155000,303.041524
67,15,0.421875,0.155000,302.797708
68,15,0.428125,0.155000,302.558228
69,15,0.434375,0.155000,302.322712
70,15,0.440625,0.155000,302.090793
71,15,0.446875,0.155000,301.862113
72,15,0.453125,0.155000,301.636317
73,15,0.459375,0.155000,301.413054
74,15,0.465625,0.155000,301.191979
75,15,0.471875,0.155000,300.972750
76,15,0.478125,0.155000,300.755026
77,15,0.484375,0.155000,300.538471
78,15,0.490625,0.155000,300.322750
79,15,0.496875,0.155000,300.107528
0,16,0.003125,0.165000,359.123526
1,16,0.009375,0.165000,357.372868
2,16,0.015625,0.165000,355.629038
3,16,0.021875,0.165000,353.896465
4,16,0.028125,0.165000,352.179399
5,16,0.034375,0.165000,350.481846
6,16,0.040625,0.165000,348.807522
7,16,0.046875,0.165000,347.159807
8,16,0.053125,0.165000,345.541721
9,16,0.059375,0.165000,343.955906
10,16,0.065625,0.165000,342.404615
11,16,0.071875,0.165000,340.889726
12,16,0.078125,0.165000,339.412743
13,16,0.084375,0.165000,337.974821
14,16,0.090625,0.165000,336.576790
15,16,0.096875,0.165000,335.219179
16,16,0.103125,0.165000,333.902247
17,16,0.109375,0.165000,332.626013
18,16,0.115625,0.165000,331.390284
19,16,0.121875,0.165000,330.194687
20,16,0.128125,0.165000,329.038691
21,16,0.134375,0.165000,327.921638
22,16,0.140625,0.165000,326.842760
23,16,0.146875,0.165000,325.801206
24,16,0.153125,0.165000,324.796054
25,16,0.159375,0.165000,323.826331
26,16,0.165625,0.165000,322.891028
27,16,0.171875,0.165000,321.989107
28,16,0.178125,0.165000,321.119518
29,16,0.184375,0.165000,320.281201
30,16,0.190625,0.165000,319.473100
31,16,0.196875,0.165000,318.694161
32,16,0.203125,0.165000,317.943345
33,16,0.209375,0.165000,317.219627
34,16,0.215625,0.165000,316.522000
35,16,0.221875,0.165000,315.849477
36,16,0.228125,0.165000,315.201095
37,16,0.234375,0.165000,314.575914
38,16,0.240625,0.165000,313.973019
39,16,0.246875,0.165000,313.391520
40,16,0.253125,0.165000,312.830552
41,16,0.259375,0.165000,312.289276
42,16,0.265625,0.165000,311.766878
43,16,0.271875,0.165000,311.262570
44,16,0.278125,0.165000,310.775588
45,16,0.284375,0.165000,310.305191
46,16,0.290625,0.165000,309.850661
47,16,0.296875,0.165000,309.411306
48,16,0.303125,0.165000,308.986452
49,16,0.309375,0.165000,308.575448
50,16,0.315625,0.165000,308.177664
51,16,0.321875,0.165000,307.792488
52,16,0.328125,0.165000,307.419329
53,16,0.334375,0.165000,307.057611
54,16,0.340625,0.165000,306.706779
55,16,0.346875,0.165000,306.366291
56,16,0.353125,0.165000,306.035624
57,16,0.359375,0.165000,305.714267
58,16,0.365625,0.165000,305.401724
59,16,0.371875,0.165000,305.097515
60,16,0.378125,0.165000,304.801170
61,16,0.384375,0.165000,304.512231
62,16,0.390625,0.165000,304.230253
63,16,0.396875,0.165000,303.954801
64,16,0.403125,0.165000,303.685450
65,16,0.409375,0.165000,303.421784
66,16,0.415625,0.165000,303.163397
67,16,0.421875,0.165000,302.909890
68,16,0.428125,0.165000,302.660871
69,16,0.434375,0.165000,302.415958
70,16,0.440625,0.165000,302.174771
71,16,0.446875,0.165000,301.936939
72,16,0.453125,0.165000,301.702095
73,16,0.459375,0.165000,301.469876
74,16,0.465625,0.165000,301.239925
75,16,0.471875,0.165000,301.011887
76,16,0.478125,0.165000,300.785409
77,16,0.484375,0.165000,300.560143
78,16,0.490625,0.165000,300.335740
79,16,0.496875,0.165000,300.111856
0,17,0.003125,0.175000,359.152992
1,17,0.009375,0.175000,357.460949
2,17,0.015625,0.175000,355.774800
3,17,0.021875,0.175000,354.098380
4,17,0.028125,0.175000,352.435386
5,17,0.034375,0.175000,350.789335
6,17,0.040625,0.175000,349.163515
7,17,0.046875,0.175000,347.560958
8,17,0.053125,0.175000,345.984412
9,17,0.059375,0.175000,344.436325
10,17,0.065625,0.175000,342.918838
11,17,0.071875,0.175000,341.433779
12,17,0.078125,0.175000,339.982672
13,17,0.084375,0.175000,338.566748
14,17,0.090625,0.175000,337.186958
15,17,0.096875,0.175000,335.843992
16,17,0.103125,0.175000,334.538298
17,17,0.109375,0.175000,333.270109
18,17,0.115625,0.175000,332.039458
19,17,0.121875,0.175000,330.846205
20,17,0.128125,0.175000,329.690060
21,17,0.134375,0.175000,328.570599
22,17,0.140625,0.175000,327.487285
23,17,0.146875,0.175000,326.439487
24,17,0.153125,0.175000,325.426496
25,17,0.159375,0.175000,324.447540
26,17,0.165625,0.175000,323.501793
27,17,0.171875,0.175000,322.588393
28,17,0.178125,0.175000,321.706447
29,17,0.184375,0.175000,320.855042
30,17,0.190625,0.175000,320.033253
31,17,0.196875,0.175000,319.240148
32,17,0.203125,0.175000,318.474794
33,17,0.209375,0.175000,317.736261
34,17,0.215625,0.175000,317.023629
35,17,0.221875,0.175000,316.335986
36,17,0.228125,0.175000,315.672435
37,17,0.234375,0.175000,315.032095
38,17,0.240625,0.175000,314.414100
39,17,0.246875,0.175000,313.817603
40,17,0.253125,0.175000,313.241778
41,17,0.259375,0.175000,312.685815
42,17,0.265625,0.175000,312.148927
43,17,0.271875,0.175000,311.630347
44,17,0.278125,0.175000,311.129328
45,17,0.284375,0.175000,310.645144
46,17,0.290625,0.175000,310.177087
47,17,0.296875,0.175000,309.724470
48,17,0.303125,0.175000,309.286628
49,17,0.309375,0.175000,308.862910
50,17,0.315625,0.175000,308.452687
51,17,0.321875,0.175000,308.055347
52,17,0.328125,0.175000,307.670296
53,17,0.334375,0.175000,307.296954
54,17,0.340625,0.175000,306.934761
55,17,0.346875,0.175000,306.583170
56,17,0.353125,0.175000,306.241650
57,17,0.359375,0.175000,305.909682
58,17,0.365625,0.175000,305.586765
59,17,0.371875,0.175000,305.272407
60,17,0.378125,0.175000,304.966130
61,17,0.384375,0.175000,304.667467
62,17,0.390625,0.175000,304.375962
63,17,0.396875,0.175000,304.091172
64,17,0.403125,0.175000,303.812660
65,17,0.409375,0.175000,303.540002
66,17,0.415625,0.175000,303.272778
67,17,0.421875,0.175000,303.010581
68,17,0.428125,0.175000,302.753008
69,17,0.434375,0.175000,302.499664
70,17,0.440625,0.175000,302.250162
71,17,0.446875,0.175000,302.004117
72,17,0.453125,0.175000,301.761153
73,17,0.459375,0.175000,301.520895
74,17,0.465625,0.175000,301.282975
75,17,0.471875,0.175000,301.047028
76,17,0.478125,0.175000,300.812690
77,17,0.484375,0.175000,300.579602
78,17,0.490625,0.175000,300.347405
79,17,0.496875,0.175000,300.115742
0,18,0.003125,0.185000,359.177404
1,18,0.009375,0.185000,357.533945
2,18,0.015625,0.185000,355.895658
3,18,0.021875,0.185000,354.265921
4,18,0.028125,0.185000,352.648003
5,18,0.034375,0.185000,351.045031
6,18,0.040625,0.185000,349.459955
7,18,0.046875,0.185000,347.895521
8,18,0.053125,0.185000,346.354247
9,18,0.059375,0.185000,344.838414
10,18,0.065625,0.185000,343.350046
11,18,0.071875,0.185000,341.890914
12,18,0.078125,0.185000,340.462535
13,18,0.084375,0.185000,339.066175
14,18,0.090625,0.185000,337.702860
15,18,0.096875,0.185000,336.373387
16,18,0.103125,0.185000,335.078342
17,18,0.109375,0.185000,333.818109
18,18,0.115625,0.185000,332.592892
19,18,0.121875,0.185000,331.402732
20,18,0.128125,0.185000,330.247522
21,18,0.134375,0.185000,329.127025
22,18,0.140625,0.185000,328.040889
23,18,0.146875,0.185000,326.988664
24,18,0.153125,0.185000,325.969815
25,18,0.159375,0.185000,324.983734
26,18,0.165625,0.185000,324.029754
